Date,Open,High,Low,Close,Adj Close,Volume
2019-05-23,2.460000,2.460000,2.460000,2.460000,2.447221,100
2019-05-24,2.420000,2.510000,2.420000,2.510000,2.496961,700
2019-05-28,2.440000,2.440000,2.440000,2.440000,2.427325,100
2019-05-29,2.440000,2.440000,2.440000,2.440000,2.427325,0
2019-05-30,2.440000,2.440000,2.440000,2.440000,2.427325,100
2019-05-31,2.500000,2.500000,2.450000,2.450000,2.437273,800
2019-06-03,2.450000,2.450000,2.290000,2.370000,2.357688,800
2019-06-04,2.370000,2.370000,2.370000,2.370000,2.357688,100
2019-06-05,2.370000,2.370000,2.370000,2.370000,2.357688,100
2019-06-06,2.410000,2.450000,2.410000,2.450000,2.437273,300
2019-06-07,2.450000,2.450000,2.450000,2.450000,2.437273,500
2019-06-10,2.320000,2.450000,2.320000,2.450000,2.437273,600
2019-06-11,2.320000,2.450000,2.300000,2.450000,2.437273,3100
2019-06-12,2.390000,2.440000,2.390000,2.440000,2.427325,1200
2019-06-13,2.440000,2.440000,2.440000,2.440000,2.427325,0
2019-06-14,2.250000,2.410000,2.200000,2.230000,2.218416,6200
2019-06-17,2.330000,2.390000,2.330000,2.390000,2.377584,1000
